track_name,size_bytes,price,rating_count_tot,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic,currency_USD,cont_rating_12+,cont_rating_17+,cont_rating_4+,cont_rating_9+,prime_genre_Book,prime_genre_Business,prime_genre_Catalogs,prime_genre_Education,prime_genre_Entertainment,prime_genre_Finance,prime_genre_Food & Drink,prime_genre_Games,prime_genre_Health & Fitness,prime_genre_Lifestyle,prime_genre_Medical,prime_genre_Music,prime_genre_Navigation,prime_genre_News,prime_genre_Photo & Video,prime_genre_Productivity,prime_genre_Reference,prime_genre_Shopping,prime_genre_Social Networking,prime_genre_Sports,prime_genre_Travel,prime_genre_Utilities,prime_genre_Weather,user_rating
Voyages-sncf.com : book train and bus tickets,-0.1884039118,-0.2959602425,-0.1667003293,-0.09680848864,0.6510506681,0.07135920382,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
The Font Game,-0.5393351472,0.04522547531,-0.1644556351,2.043685191,-1.866741733,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ImmobilienScout24: Real Estate Search in Germany,-0.201198853,-0.2959602425,-0.1677698601,-0.09680848864,0.6510506681,-0.3074744745,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Grand Theft Auto: Chinatown Wars,1.892493129,0.5595758037,0.02969720947,0.1707532213,0.6510506681,0.07135920382,0.08364175006,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Southwest Airlines,-0.3072560288,-0.2959602425,0.2331721371,-0.09680848864,-1.866741733,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
The Sims 3 World Adventures,1.708391943,0.2166755848,-0.04157843356,-0.09680848864,0.1474921879,0.07135920382,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Star Chart,-0.4747391854,-0.2959602425,0.007778430771,0.1707532213,0.6510506681,0.3239149894,0.08364175006,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
TaxCaster – Free tax refund calculator,-0.5346114132,-0.2959602425,0.06104370384,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Glow Hockey 2 FREE,-0.459593483,-0.2959602425,2.294342784,1.508561771,-1.866741733,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Big Button Box - funny sounds, sound effects buttons, pro fx soundboard, fun games board, scary music, annoying fart noises, jokes, super cool dj effect, cat, dog & animal fx",-0.4946899425,-0.1262246341,-0.03778886158,1.508561771,-1.866741733,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
TV SPIELFILM - TV Programm mit Live TV,-0.281905624,-0.2959602425,-0.169169493,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
All-in-1 Logic GameBox,-0.4923282732,-0.1262246341,-0.04012598437,2.578808611,-1.866741733,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Roadside America,-0.5259246517,0.2166755848,-0.1558069604,0.1707532213,-1.866741733,-0.56003026,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
Pocket Yoga,-0.1855729456,0.2166755848,-0.1111507498,-0.09680848864,0.6510506681,-0.4337523673,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Sonic the Hedgehog 2,-0.4230491057,0.2166755848,-0.04605461789,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Simply Being - Guided Meditation for Relaxation and Presence,-0.2758645188,0.04522547531,-0.1383247538,0.1707532213,-0.8596247725,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
CamCard - Business card scanner & reader,-0.06763882575,-0.1262246341,-0.1316434875,-0.09680848864,-1.866741733,0.1976370966,0.08364175006,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
This American Life,-0.5161973034,0.2166755848,-0.05593127239,0.1707532213,0.1474921879,-0.56003026,0.08364175006,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Timetracks - Slit-Scan Camera,-0.5227572766,-0.1262246341,-0.1693147379,-0.09680848864,0.1474921879,-0.05491868895,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
franceinfo - l'actualité & les élections en direct,-0.1204863801,-0.2959602425,-0.1680999622,-0.09680848864,0.6510506681,-0.4337523673,0.08364175006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
DOUBUTSU URANAI®-Animal Fortune-,-0.4466148328,-0.1262246341,-0.1701730033,0.7058766412,-1.866741733,-0.4337523673,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Doodle Army,-0.5046333206,-0.1262246341,-0.007115775481,2.578808611,-1.866741733,-0.56003026,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Ameba,-0.2853666442,-0.2959602425,-0.1666871253,-0.09680848864,-1.866741733,-0.56003026,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
eBook: War and Peace,-0.5320284773,0.3881256942,-0.1702390237,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plants vs. Zombies,-0.2610226152,-0.1262246341,5.460814062,0.1707532213,-1.866741733,-0.05491868895,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Weibo,0.001256572513,-0.2959602425,-0.0743113567,-0.09680848864,0.6510506681,-0.4337523673,0.08364175006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
大众点评-发现品质生活,0.1263493593,-0.2959602425,-0.1590947772,-0.09680848864,0.6510506681,-0.4337523673,0.08364175006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
AlloCiné : Cinéma et Séries,-0.2107123821,-0.2959602425,-0.1689054113,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Badoo - Meet New People, Chat, Socialize.",-0.1155656875,-0.2959602425,0.2843511649,-0.09680848864,0.1474921879,3.10202863,0.08364175006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
Flick Kick Field Goal,-0.3438989384,0.04522547531,0.3175990473,0.1707532213,0.6510506681,-0.3074744745,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Venmo,-0.3646650594,-0.2959602425,0.1082350985,-0.09680848864,0.1474921879,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Dungeons & Such Treasures,Collectibles and Dragons",-0.3192384569,0.2166755848,-0.1616167572,-0.09680848864,-1.363183253,3.228306523,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"StarMap 3D+: Night Sky, Astronomy, Star View Guide",-0.2749750309,0.3881256942,-0.1554768583,-0.09680848864,0.6510506681,2.975750738,0.08364175006,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Shift Worker,-0.5339642538,0.04522547531,-0.1656440027,0.7058766412,-1.866741733,-0.56003026,-11.95575175,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"Spy Calc - Hide pictures, videos, documents",-0.4845376257,0.04522547531,-0.1675057784,0.7058766412,-1.866741733,3.607140201,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
Waterlogged - Daily Hydration Tracker,-0.4334720791,-0.2959602425,-0.104218606,-0.09680848864,0.6510506681,0.5764707749,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
MyNetDiary PRO - Calorie Counter and Food Diary,-0.3209604143,0.3881256942,0.03030459732,-0.09680848864,-1.866741733,-0.4337523673,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
The Washington Post Classic,-0.2231566597,-0.2959602425,0.07498721607,-0.09680848864,-0.3560662923,-0.56003026,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
F-Sim Space Shuttle,-0.3417208334,0.5595758037,-0.08569327672,1.508561771,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Groupon - Deals, Coupons & Discount Shopping App",-0.1997648388,-0.2959602425,5.3461498,-0.09680848864,0.1474921879,0.5764707749,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
Learn to Speak Spanish Fast With MosaLingua,-0.4184933312,0.5595758037,-0.170120187,0.1707532213,0.6510506681,-0.05491868895,0.08364175006,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Coaster VR, Extreme Endless 3D Stereograph",-0.4681678085,-0.1262246341,-0.1688261868,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Parents Calling Easter Bunny,-0.5319344163,0.04522547531,-0.1692883297,2.578808611,-1.866741733,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Sporcle,-0.5107662957,0.2166755848,-0.1432498769,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Univision Deportes: Liga MX, MLS, Fútbol En Vivo",-0.3264569932,-0.2959602425,0.05004470223,-0.09680848864,0.6510506681,-0.4337523673,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
DOOM II RPG,-0.4188229106,-0.1262246341,-0.1510270822,2.578808611,-1.866741733,-0.56003026,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
STREET FIGHTER IV,1.064137578,0.5595758037,0.02856165829,0.7058766412,-1.866741733,-0.3074744745,0.08364175006,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Dr. Seuss Camera - The Cat in the Hat Edition,-0.5268312451,-0.1262246341,-0.1669512069,-0.09680848864,-1.866741733,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
FINAL FANTASY,-0.2346743875,1.073926132,-0.08981295079,0.1707532213,-0.3560662923,0.3239149894,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
FINAL FANTASY II,0.0008802507155,1.073926132,-0.1338749776,0.1707532213,0.6510506681,0.07135920382,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Worms 2: Armageddon,0.9204824335,0.5595758037,-0.03991471903,0.7058766412,0.6510506681,-0.56003026,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SoundHound Song Search & Music Player,-0.3580851298,-0.2959602425,0.9204446862,-0.09680848864,0.6510506681,2.218083381,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
Jourist Weltübersetzer,-0.1449615515,1.073926132,-0.1702390237,0.7058766412,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TeachMe: 1st Grade,-0.3031706565,0.04522547531,-0.1601775121,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
TeachMe: 3rd Grade,-0.06922964062,0.04522547531,-0.1681263704,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ヤフオク! 利用者数NO.1のオークション、フリマアプリ,-0.03367008163,-0.2959602425,-0.170120187,-0.09680848864,-1.866741733,-0.56003026,0.08364175006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
Kik,-0.1316049786,-0.2959602425,3.275564641,-0.09680848864,-1.866741733,1.081582346,-11.95575175,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
Slow Shutter Cam,-0.5419753466,0.04522547531,-0.1398036111,-0.09680848864,0.6510506681,-0.1811965817,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
PeakFinder Earth,-0.4556351523,0.5595758037,-0.1684300643,-0.09680848864,-0.3560662923,0.5764707749,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
AgingBooth,-0.4656818039,-0.2959602425,-0.01180322514,-0.09680848864,0.1474921879,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"iWatermark - Watermark 1 or Batch of Photos. Watermarking with Text, Logo, & Graphics Overlays.",-0.4937976037,0.04522547531,-0.143896877,0.1707532213,0.6510506681,1.081582346,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
Tabs & Chords by Ultimate Guitar - learn and play,-0.2675113153,0.2166755848,0.2924980845,-0.09680848864,-1.866741733,0.07135920382,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
"Dude, your car!",-0.4414147498,-0.1262246341,-0.1657100231,0.1707532213,-1.866741733,3.10202863,0.08364175006,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Drawing Pad,0.05919872572,0.04522547531,-0.1461547753,-3.575110718,0.6510506681,2.091805488,0.08364175006,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ESPN Tournament Challenge,-0.3621476947,-0.2959602425,0.3531972566,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
Solitaire,-0.2705903118,-0.2959602425,8.796059935,0.1707532213,0.1474921879,0.7027486677,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Notability,-0.2140935764,1.416826351,0.06207362235,-0.09680848864,0.6510506681,1.081582346,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
Rubik's® Cube,-0.1313540974,0.04522547531,-0.1236154047,0.1707532213,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Super Why! Power to Read,-0.1700724788,0.3881256942,-0.1559786135,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Amex Mobile,-0.2593434217,-0.2959602425,-0.01943518544,-0.09680848864,0.1474921879,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Fruit Ninja Classic,-0.2632206766,0.04522547531,9.053024606,0.1707532213,0.6510506681,0.9553044532,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Animation Creator HD,-0.4651771906,0.3881256942,-0.11086026,-3.575110718,0.6510506681,-0.56003026,0.08364175006,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Plants vs. Zombies HD,0.07440554746,-0.1262246341,1.989922638,-3.575110718,0.6510506681,-0.05491868895,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SCRABBLE Premium for iPad,0.08591187153,1.416826351,0.3536726036,-3.575110718,0.6510506681,0.07135920382,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Graphic - illustration and design,-0.4636376923,1.245376242,-0.1463528366,-3.575110718,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
Ship Finder,-0.4905190426,0.5595758037,-0.1619996756,-0.09680848864,-1.363183253,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Photogene ⁴,-0.455791953,0.2166755848,-0.1205784655,0.7058766412,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
Hurricane HD,-0.465085961,0.3881256942,-0.1655779822,-3.575110718,0.6510506681,-0.56003026,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Star Walk HD - Night Sky Map,-0.1361778587,0.5595758037,-0.08437286837,-3.575110718,0.6510506681,0.8290265604,0.08364175006,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Space War HD,-0.4701349452,-0.1262246341,-0.1693015338,-0.09680848864,-0.8596247725,-0.1811965817,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Netflix,-0.2063533212,-0.2959602425,3.907762958,-0.09680848864,0.6510506681,1.839249703,0.08364175006,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
forScore,-0.4549708873,1.416826351,-0.1186242611,-3.575110718,0.6510506681,1.081582346,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
ComicGlass [ComicReader],-0.4654423264,0.2166755848,-0.166172166,0.7058766412,0.6510506681,0.1976370966,0.08364175006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
iAnnotate PDF,-0.4316332339,1.416826351,-0.02293426758,-3.575110718,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
ArtStudio for iPad - Draw Sketch and Paint,-0.4588880551,0.5595758037,-0.057449742,-3.039987298,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
Call of Duty: Zombies HD,-0.4552897034,0.5595758037,-0.09295552268,-3.039987298,0.1474921879,-0.56003026,0.08364175006,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Small World 2,0.09741249375,0.04522547531,-0.1503536739,-3.039987298,0.6510506681,0.07135920382,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Qzone,-0.1816899888,-0.2959602425,-0.1484654899,-0.09680848864,-1.866741733,-0.3074744745,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
ABC – Watch Live TV & Stream Full Episodes,-0.3157460766,-0.2959602425,0.871431128,-0.09680848864,0.6510506681,-0.56003026,-11.95575175,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Fieldrunners for iPad,0.05723729089,0.3881256942,-0.1418898563,-3.575110718,0.6510506681,-0.56003026,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Angry Birds HD,-0.06394973176,-0.2959602425,1.006376862,-3.575110718,0.6510506681,0.5764707749,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"The Weather Channel App for iPad – best local forecast, radar map, and storm tracking",-0.3898672162,-0.2959602425,2.584766602,-3.575110718,0.1474921879,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Do Not Press The Red Button HD,-0.5240443151,0.04522547531,-0.1589363282,-3.039987298,-0.3560662923,-0.56003026,0.08364175006,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Digits, the calculator for humans",-0.5427793068,0.3881256942,-0.06691706991,1.508561771,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"PDF Reader Pro Edition - Annotate,edit & sign PDFs",-0.3790736228,1.416826351,-0.07737470408,-0.09680848864,0.6510506681,0.7027486677,0.08364175006,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
National Geographic World Atlas,-0.3702756753,0.04522547531,-0.1140556482,0.1707532213,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
FileBrowser - Access files on remote computers,-0.3648874314,0.7310259131,-0.1275898338,-0.09680848864,0.6510506681,0.1976370966,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
Dictionary.com Dictionary & Thesaurus for iPad,-0.09294931759,-0.2959602425,0.5450922029,-3.575110718,0.6510506681,0.4501928821,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
Animation & Drawing by Do Ink,-0.4601481629,0.5595758037,-0.166172166,-3.575110718,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
AirCoaster - Roller Coaster Builder,-0.4910350596,-0.1262246341,-0.1358819983,-0.09680848864,0.1474921879,-0.56003026,0.08364175006,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Documents 6 - File manager, PDF reader and browser",-0.2557883211,-0.2959602425,0.2141318486,-0.09680848864,0.6510506681,0.4501928821,0.08364175006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
The World Factbook for iPad,-0.3505472902,0.04522547531,-0.1666343089,-3.039987298,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
Photo Transfer App - Easy backup of photos+videos,-0.4286169577,-0.2959602425,0.03645770025,-0.09680848864,0.6510506681,-0.4337523673,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
TwitCasting Viewer - Watch Live Video & Radio,-0.5090500402,-0.2959602425,-0.1677434519,-0.09680848864,-1.363183253,0.4501928821,0.08364175006,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ski Tracks,-0.4852220282,-0.1262246341,-0.1592928385,-3.575110718,-1.866741733,0.1976370966,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
The Photographer's Ephemeris,-0.3916433411,1.245376242,-0.1614847163,-0.09680848864,0.6510506681,-0.56003026,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
▻Sudoku,-0.3567337925,-0.2959602425,4.58101277,0.7058766412,0.6510506681,0.1976370966,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"StubHub - Tickets to Sports, Concerts and Theatre",-0.2408951008,-0.2959602425,-0.05125702681,-0.09680848864,0.6510506681,0.07135920382,0.08364175006,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Runtastic PRO Running, Jogging and Fitness Tracker",-0.138085126,0.5595758037,0.06303752045,-0.09680848864,-1.866741733,1.207860239,0.08364175006,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
